hsp70l	-107.2326825490425
egln3	-59.60602860107776
ppp1r15a	-52.80254926091185
prss59.2	-37.07331467845621
pim2	-36.87709002958781
fam46ba	-32.285353223045455
try	-28.389050802897447
ctrb1	-28.174186167773147
ctrb1	-28.174186167773147
opn1sw1	-26.6795145858862
si:dkey-85k7.7	-26.365630488434263
abcf2a	-23.368970345913
hsp70.3	-20.290553821834916
hsp70.2	-19.399165696219516
cited2	-19.01583489992366
zgc:112160	-18.651385187242315
ankrd37	-18.265381984664735
rho	-16.70480168632048
cbfa2t2	-16.68557938323275
opn1lw2	-15.662372499504725
opn1mw1	-15.500463840060087
mknk2b	-13.38394106625581
CELA1 (1 of 7)	-12.794676424613384
KLF16	-12.196315735181544
chia.2	-12.05436855777439
dusp4	-11.95926058699744
irs2a	-11.58528125577836
stk35	-11.251434325350411
exosc6	-10.033440059209587
pfkfb3	-9.881902837418258
cpb1	-9.847071199487788
txnipa	-9.726191591112853
arrdc3b	-9.43443078754048
ctrl	-9.40055158023821
wsb1	-9.1301877125757
rbm12	-9.026777153912898
tbx16	-8.949065929504405
ela3l	-8.823883921210873
mat2aa	-8.003114695373936
si:ch211-195b15.8	-7.365993290773454
AC024175.18	-6.911965370716751
ttnb	-6.898220881726581
g3bp1	-6.754395223925607
prmt6	-6.609641303357724
zic2b	-6.387613100000189
btg3	-6.345511081964818
ela2	-6.2403736370507135
cpa5	-6.117011062380889
paics	-5.929261137562478
cst14b.1	-5.8412150922680635
apoda.2	-5.781808819382339
AC024175.17	-5.774901828672476
prss59.1	-5.741939143896212
ddit4	-5.678580138991044
pprc1	-5.677588564781584
hspa4a	-5.647956225159125
ela2l	-5.584898364992768
mcl1b	-5.44719251329968
ahcy	-5.354795913379807
cnbpa	-5.341611798491223
id1	-5.334063773764493
tnnt2c	-5.277442341600226
eif3ba	-5.2178989069261865
pbx4	-5.149823186573722
rps9	-5.144676258395592
ipo7	-5.142657925838924
cldni	-5.083582025768971
si:ch211-209l18.4	-5.080255264774222
pck1	-5.015299400308209
pde6h	-4.969070161098152
rpl36a	-4.96114854188274
rnf10	-4.856200830930638
egln2	-4.853844736469374
smarce1	-4.849452534700205
ptrh2	-4.8483598404473405
igfbp1a	-4.794990851109747
zgc:136410	-4.774450969969139
tmed10	-4.558293934115358
txnipb	-4.557628384158512
c6ast4	-4.543321286815434
zgc:136461	-4.531616972649553
qkia	-4.500481131155934
eif3d	-4.466788211520123
suclg1	-4.423797433016563
cdkn1d	-4.391471031437987
rpl5b	-4.321153256718069
cox6a1	-4.295212306950514
eif4a1b	-4.232463887640074
capns1a	-4.197936694149098
cxcl12b	-4.151039462659015
higd1a	-4.14450661545658
znf292b	-4.128248061984095
dnajc21	-4.0931430180549775
ciarta	-4.0526995438480515
clic4	-3.9914059077381907
wu:fb55g09	-3.9897857784482222
ppm1g	-3.9848051972320326
brd3b	-3.974086272290874
serbp1a	-3.9273793399050807
klf11a	-3.907575761658658
g6pca.2	-3.9042181761245884
serinc1	-3.9012277347706714
rbb4l	-3.8929647072748987
snrpa	-3.8861359757153604
si:dkey-195m11.8	-3.8724583578818708
kdm4ab	-3.8714517521480816
mdh2	-3.843631688795447
sf3b3	-3.842636155629
cct4	-3.834390655152592
p4ha1b	-3.830478235193947
hmga1a	-3.8142281415547514
ywhaz	-3.8033921903638177
aco2	-3.7805999394678853
pcxb	-3.7757280519223833
myh9a	-3.7403011647429976
cst3	-3.7346170154418306
fstl1b	-3.7282027715580357
ccng2	-3.7271017188452764
evplb	-3.7185332163277036
kbtbd8	-3.7137639494582255
dync1li2	-3.7066702021424107
srsf7a	-3.6667674562011805
ola1	-3.662737268821707
cyt1l	-3.647557274430055
ifrd1	-3.60234627609344
cbx1a	-3.596703844418907
top2b	-3.5960092204071805
jupa	-3.5941309760181577
pax7a	-3.59176474201302
opn1sw2	-3.588772938602332
pik3ip1	-3.573014472971359
srp54	-3.5441749001682665
mt-nd3	-3.5390965929506177
ddx21	-3.5304588974037276
ddx39aa	-3.5245472711941397
filip1a	-3.500516652134936
ppiab	-3.5000615728431725
ctsh	-3.475955192232616
zgc:193505	-3.4692570915561456
ssb	-3.4361277656306535
tnnt3b	-3.384052723158731
marcksl1b	-3.343165034166601
cipca	-3.3337693417378795
si:dkeyp-69b9.3	-3.3061831083479665
hug	-3.296190594919418
sept15	-3.287792153154279
pgm1	-3.2728634727881274
ror1	-3.2099849035944357
rpl10a	-3.2010917425231704
jmjd6	-3.1919207555216373
ampd1	-3.170372866382444
gngt2b	-3.1692780097356263
rbm22	-3.1515462094246343
pias4a	-3.1493029556443237
copg2	-3.1478031835362894
tnw	-3.1425702294434648
ada	-3.139315659452089
safb	-3.1190854770200063
cnbpb	-3.0900350113954604
si:ch211-125o16.4	-3.0878132100990507
ttna	-3.081622511085817
psmc5	-3.0520609975003476
znf395a	-3.0422170415511514
mat2ab	-3.0367739123427167
pabpc1b	-3.035184096128442
csnk2a1	-3.02967614149009
mbd3a	-3.0010302584928357
naca	-2.984055877613575
map1lc3b	-2.9690544043823706
map1lc3b	-2.9690544043823706
uhrf1	-2.964607797606906
CR753886.1	-2.9570207750202377
btf3	-2.955740443483267
psmb2	-2.9374341896476492
chpt1	-2.9339816003887704
kdm5ba	-2.932087641983459
puf60a	-2.9206405101046267
PELP1	-2.8964091578307185
c3a.1	-2.888188700264824
sec24a	-2.8856335734058653
ncapg	-2.879189495302307
stt3a	-2.8740585440199333
btg2	-2.8572941105534038
zgc:136930	-2.849083979526902
atic	-2.8426613111295715
tomm20	-2.8410330041296565
cpsf6	-2.813258959125506
slc25a37	-2.7795445334205335
mid1ip1b	-2.7793212837357193
smu1a	-2.7627366422466335
srsf6a	-2.750090664361754
gnat2	-2.7466459240942567
cars2	-2.715669969899929
arrdc2	-2.7129380487519783
tmpoa	-2.704685139830747
cx43.4	-2.701929856307387
mlf2	-2.701873533539043
plscr3b	-2.681493354312913
krt91	-2.6724636838591582
atp6v0ca	-2.668673423282356
foxk2	-2.6625482709396016
mpc2	-2.6593151893920655
gdi1	-2.639844800905009
rnf24	-2.6344473365488343
clk4a	-2.627528568906438
eef1a1l1	-2.6201456138535497
rhoac	-2.5961561820325367
ptbp1a	-2.5960543274227414
nob1	-2.5939905977143183
nfya	-2.587132459121832
nr2f6a	-2.5753849238127087
ldb1a	-2.5699217626200075
reck	-2.5472847189319117
cldne	-2.5451168211946205
nlk1	-2.535433146041604
hapln1a	-2.5309837942688347
kif15	-2.521956414301502
lypla2	-2.4948699322784123
ncapd2	-2.4933605520908144
zgc:171422	-2.472210795344847
postnb	-2.4693973826339413
si:dkey-239j18.2	-2.4686029113943753
celf1	-2.467410815974731
tsc22d2	-2.4633108439281917
ndufa10	-2.4604727126546226
dld	-2.4573624095775677
gtf3c6	-2.4537434886231213
dla	-2.45108565507894
zgc:77262	-2.4316079441023044
u2surp	-2.4304151604918727
gpd1c	-2.4171434419578848
ubr4	-2.412317117679952
hat1	-2.4063060181902673
actb2	-2.3997358749402387
ndufb2	-2.3997051763534083
kpna1	-2.3801476393143353
sept6	-2.3699140305114383
ik	-2.3661670333111102
fndc3ba	-2.365719487192077
eif3s10	-2.353735973818808
zfp36l1b	-2.3523861041434064
zgc:56585	-2.348527259658012
ITGB1BP2	-2.334201009415973
cab39l	-2.3072601309555503
ctbp1	-2.303583303841344
rtn4a	-2.299627469931055
rrp12	-2.296039513218225
nav3	-2.292670723018096
noc4l	-2.2815862093110257
angptl4	-2.2777355743644683
polr2b	-2.2729635127375007
dcn	-2.266018080214851
rpl22l1	-2.265820574191031
kpnb1	-2.246384306578962
thoc5	-2.242540829638386
smarcc1a	-2.238844002626028
celsr1b	-2.235681228774259
rx3	-2.2300342239436755
tpt1	-2.2245118581680647
zgc:101846	-2.220704663445522
zgc:101846	-2.220704663445522
zgc:101846	-2.220704663445522
ranbp9	-2.2137218559464253
sec23b	-2.187503545352073
lmnb1	-2.186174517397559
cd9b	-2.177031368471135
asxl1	-2.1667631563594365
nutf2	-2.166277816414646
itm2ba	-2.157397967348458
puf60b	-2.155817602516195
prps1a	-2.152989953028416
ythdf1	-2.1427474793075834
gskip	-2.1408580048813994
csnk1a1	-2.139339703821978
rplp0	-2.126081860350945
pdcd4a	-2.123297250864475
tomm34	-2.1194953646593233
bptf	-2.1190194047265156
ybx1	-2.1166202158612957
creld2	-2.1129581216190494
nabp1a	-2.1016928023720935
cnih1	-2.0972789910087344
plod3	-2.097066443071388
hbbe3	-2.096074688376596
rplp1	-2.089051189217425
alas2	-2.0855394277211685
dpf2l	-2.084351127845616
zgc:56064	-2.08392684451392
dag1	-2.077333742756893
mif	-2.077326214218933
akt2	-2.076835729808206
asph	-2.072790160112165
sarnp	-2.0704644032180073
ctdsplb	-2.070426267781366
anln	-2.069096292541722
rps27a	-2.0542021105362207
taldo1	-2.049742003641574
stag1b	-2.046856546156136
calm3a	-2.045524014276871
chchd4	-2.039427417229239
bckdk	-2.0387150467109807
pds5a	-2.0354190268037526
map2k6	-2.0237188865191613
snd1	-2.0173709801293715
krt4	-2.011150667704371
rpl7a	-2.0070641950995767
eprs	-2.001126753527283
psmd3	-1.9980652919933704
furina	-1.9968303025471597
rps3	-1.9938279976888675
krt5	-1.9904926899666582
vangl2	-1.9877734203024426
crkl	-1.9876509412207763
dnajb11	-1.9871647095534395
srsf9	-1.9869839552407966
rpl13	-1.9839779532079924
marcksl1a	-1.98284810429272
rps4x	-1.9825850710665738
si:ch73-39o22.3	-1.9792614949723908
krt8	-1.9783780523268342
vps29	-1.9782680479180317
rplp2	-1.9762624801382058
eef1g	-1.9741241070450122
histh1l	-1.9735050513907564
histh1l	-1.9735050513907564
hsp90ab1	-1.9705220778909847
slc25a33	-1.9680629788892143
znf414	-1.967206200576825
ppiaa	-1.9666811703103346
sart3	-1.964609309292964
ddt	-1.9640491944037761
mt-co1	-1.9554836986418471
rps20	-1.9491531142499965
cdk8	-1.9484672563712215
arpc4	-1.9442599986177649
rabac1	-1.943656234606712
atp1b3b	-1.9399337065205793
rps2	-1.9387504143313437
alox12	-1.9337065676350935
apoeb	-1.9332441900951083
usp28	-1.9324743615032385
fgg	-1.9270913325027892
bzw1b	-1.923760908445764
rps23	-1.9137418683801797
rpl18	-1.9121656868951642
arhgap1	-1.907270194946174
epas1a	-1.9071166415597964
rps15	-1.9039286988164208
capza1b	-1.901378612849279
myl9b	-1.8989778546273524
parp1	-1.896858936863617
pnpla7b	-1.8919760409613438
b3gnt2b	-1.8906121694836222
lsm14ab	-1.8884233914133488
rps24	-1.8859697516382297
mylpfa	-1.8849280830786515
rps18	-1.8826572964099042
prelid1a	-1.8820393074701638
atp5b	-1.881012273007987
plg	-1.8808587856998435
rpl11	-1.8797210253659897
kctd5a	-1.876840562423155
si:dkey-74k8.3	-1.8732800124272564
itm2bb	-1.862993526760027
ved	-1.8582901613905123
egr2b	-1.8575400475254669
mapk14a	-1.8562275781472353
acin1b	-1.8556074285736617
afp4	-1.8549874650581866
rpl21	-1.8528524186399786
chd4b	-1.850626281937295
rpn1	-1.8504183561453156
s100u	-1.8477328550683225
ckmt1	-1.8475589547756608
ckmt1	-1.8475589547756608
rpl37	-1.846062905125391
si:ch1073-325m22.2	-1.845999860885244
vps28	-1.83923870427178
ndufs3	-1.8387031827622362
arhgdia	-1.836086303787455
rps15a	-1.8353945529968194
ndufa8	-1.8342643147617306
rpl6	-1.832672172362583
pmela	-1.8313912163518529
arpp19a	-1.8296252117090042
